User,Card,Year,Month,Day,Time,Amount,Use Chip,Merchant Name,Merchant City,Merchant State,Zip,MCC,Errors?,Is Fraud?
43,1,2026,8,28,13:42,$34.76,Chip Transaction,-9177126911,Seattle,OH,28373,4111,,No
126,0,2026,8,28,13:48,$44.31,Chip Transaction,-3334036238,Detroit,PA,57400,5999,,No
91,2,2026,8,28,13:49,$97.04,Online Transaction,-5128256752,New York,CA,82512,5541,,No
113,0,2026,8,28,14:00,$9.23,Chip Transaction,-7791716271,Chicago,OH,38080,7995,,No
197,2,2026,8,28,14:00,$41.92,Online Transaction,-1115768534,New York,IL,62923,5812,,No
36,2,2026,8,28,14:09,$38.86,Online Transaction,-4916957577,Houston,IL,19880,5942,,No
77,0,2026,8,28,14:10,$15.86,Swipe Transaction,-5003224336,Houston,WA,93886,7995,,No
3,1,2026,8,28,14:13,$57.09,Online Transaction,-8775988461,Houston,GA,49651,5999,,No
42,0,2026,8,28,14:15,$2.92,Swipe Transaction,-8029246294,Chicago,TX,42325,7995,,No
8,2,2026,8,28,14:23,$14.36,Swipe Transaction,-4916957577,Houston,IL,19880,5942,,No
11,2,2026,8,28,14:27,$36.45,Chip Transaction,-9177126911,Seattle,OH,28373,4111,,No
116,2,2026,8,28,14:35,$18.34,Chip Transaction,-6266383540,Los Angeles,FL,54597,5732,,No
174,0,2026,8,28,14:37,$43.80,Chip Transaction,-2332927794,Chicago,FL,82845,5942,,No
127,0,2026,8,28,14:44,$306.46,Swipe Transaction,-7791716271,Chicago,OH,38080,7995,,No
24,0,2026,8,28,14:52,$7.91,Online Transaction,-5289639016,Chicago,PA,44671,5411,,No
160,1,2026,8,28,14:57,$702.28,Swipe Transaction,-8775988461,Houston,GA,49651,5999,Bad PIN,No
173,1,2026,8,28,15:29,$10.07,Swipe Transaction,-8880019869,Detroit,MI,41285,5732,,No
114,0,2026,8,28,15:31,$10.96,Swipe Transaction,-8775988461,Houston,GA,49651,5999,,No
167,0,2026,8,28,15:36,$40.34,Swipe Transaction,-9748162863,Houston,NY,61173,5732,,No
108,0,2026,8,28,15:38,$25.58,Chip Transaction,-7718830596,New York,GA,20500,5541,,No
31,2,2026,8,28,15:40,$55.63,Swipe Transaction,-7718830596,New York,GA,20500,5541,,No
148,1,2026,8,28,15:45,$12.80,Online Transaction,-7728217008,Detroit,GA,49240,5812,,No
30,0,2026,8,28,15:47,$15.58,Swipe Transaction,-1042186646,Houston,CA,79822,5541,,No
106,1,2026,8,28,15:50,$14.74,Chip Transaction,-7718830596,New York,GA,20500,5541,,No
177,0,2026,8,28,15:53,$11.17,Online Transaction,-4916957577,Houston,IL,19880,5942,,No
74,1,2026,8,28,16:18,$31.07,Swipe Transaction,-2570858543,Seattle,CA,59615,5812,,No
36,0,2026,8,28,16:22,$25.02,Online Transaction,-5981051812,New York,OH,91416,5999,,No
186,2,2026,8,28,16:25,$75.97,Swipe Transaction,-1042186646,Houston,CA,79822,5541,,No
48,2,2026,8,28,16:34,$17.35,Swipe Transaction,-9747139103,New York,NY,53309,5812,,No
191,0,2026,8,28,16:39,$27.80,Swipe Transaction,-9335152680,Chicago,IL,17665,5999,,No
57,1,2026,8,28,17:03,$137.68,Online Transaction,-2913827697,Houston,GA,69177,5812,,No
157,0,2026,8,28,17:23,$16.45,Chip Transaction,-8433057726,Chicago,MI,37460,5732,,No
96,2,2026,8,28,17:54,$24.21,Online Transaction,-5048593026,Los Angeles,GA,79514,5411,,No
180,2,2026,8,28,17:59,$8.88,Chip Transaction,-1103393960,Detroit,TX,80010,4899,,No
136,1,2026,8,28,17:59,$9.25,Swipe Transaction,-7969893382,Houston,FL,34957,5812,,No
142,1,2026,8,28,18:00,$17.91,Online Transaction,-8029246294,Chicago,TX,42325,7995,,No
121,2,2026,8,28,18:21,$16.21,Chip Transaction,-9759748338,New York,MI,62581,5732,,No
68,0,2026,8,28,18:28,$37.94,Swipe Transaction,-3019388817,Detroit,GA,89818,4899,,No
137,2,2026,8,28,18:32,$33.83,Chip Transaction,-5289639016,Chicago,PA,44671,5411,,No
166,1,2026,8,28,18:40,$45.33,Online Transaction,-3019388817,Detroit,GA,89818,4899,,No
74,1,2026,8,28,18:50,$71.90,Swipe Transaction,-6326438361,New York,FL,46434,5942,,No
170,1,2026,8,28,19:02,$11.19,Chip Transaction,-7638611535,Chicago,GA,89507,4111,,No
39,2,2026,8,28,19:05,$70.66,Chip Transaction,-1148254644,Chicago,NY,16572,5999,,No
164,1,2026,8,28,19:05,$7.28,Chip Transaction,-9332220623,Chicago,CA,22156,4111,,No
94,0,2026,8,28,19:10,$53.41,Chip Transaction,-9747139103,New York,NY,53309,5812,,No
163,0,2026,8,28,19:16,$2.09,Swipe Transaction,-1148254644,Chicago,NY,16572,5999,,No
161,0,2026,8,28,19:25,$63.19,Swipe Transaction,-3989620584,Los Angeles,TX,76784,5942,,No
48,1,2026,8,28,19:39,$17.47,Chip Transaction,-8300112729,Detroit,WA,69929,5311,,No
128,1,2026,8,28,19:41,$12.13,Online Transaction,-8051271516,Detroit,WA,75612,5541,,No
61,0,2026,8,28,19:50,$14.42,Online Transaction,-1115768534,New York,IL,62923,5812,,No
21,0,2026,8,28,19:56,$18.48,Online Transaction,-9701262893,Detroit,IL,47930,5812,,No
189,2,2026,8,28,20:00,$26.03,Chip Transaction,-9747139103,New York,NY,53309,5812,,No
32,1,2026,8,28,20:16,$18.75,Online Transaction,-3432503894,Seattle,NY,99166,5812,,No
169,2,2026,8,28,20:22,$27.51,Swipe Transaction,-7253682786,New York,WA,42098,4899,,No
191,0,2026,8,28,20:31,$35.00,Online Transaction,-6354879578,Los Angeles,FL,73653,5942,,No
12,0,2026,8,28,20:42,$15.18,Online Transaction,-9748162863,Houston,NY,61173,5732,,No
104,2,2026,8,28,20:42,$70.57,Swipe Transaction,-9759748338,New York,MI,62581,5732,,No
147,1,2026,8,28,20:46,$57.86,Online Transaction,-8300112729,Detroit,WA,69929,5311,,No
112,1,2026,8,28,20:48,$44.69,Online Transaction,-7438442699,Houston,FL,88104,5942,,No
27,0,2026,8,28,21:03,$11.17,Online Transaction,-1148254644,Chicago,NY,16572,5999,,No
16,1,2026,8,28,21:15,$27.39,Online Transaction,-6326438361,New York,FL,46434,5942,,No
190,1,2026,8,28,21:23,$168.08,Chip Transaction,-9748162863,Houston,NY,61173,5732,,No
87,0,2026,8,28,21:24,$20.24,Chip Transaction,-5128256752,New York,CA,82512,5541,,No
101,2,2026,8,28,21:33,$61.82,Chip Transaction,-8679236864,New York,IL,84364,5812,,No
185,2,2026,8,28,21:40,$3.87,Swipe Transaction,-8679236864,New York,IL,84364,5812,,No
162,2,2026,8,28,22:00,$35.45,Swipe Transaction,-7791716271,Chicago,OH,38080,7995,,No
87,0,2026,8,28,22:01,$15.28,Online Transaction,-3853681964,Houston,FL,71213,5411,,No
28,1,2026,8,28,22:39,$133.47,Swipe Transaction,-7728217008,Detroit,GA,49240,5812,,No
84,1,2026,8,28,22:41,$27.13,Swipe Transaction,-1148254644,Chicago,NY,16572,5999,,No
13,0,2026,8,28,22:44,$72.44,Online Transaction,-3853681964,Houston,FL,71213,5411,,No
172,2,2026,8,28,23:05,$27.88,Online Transaction,-2332927794,Chicago,FL,82845,5942,,No
123,0,2026,8,28,23:17,$429.77,Chip Transaction,-7791716271,Chicago,OH,38080,7995,,Yes
138,0,2026,8,28,23:30,$69.62,Swipe Transaction,-7620925180,Seattle,IL,10942,5812,,No
60,0,2026,8,28,23:32,$3.82,Online Transaction,-9335152680,Chicago,IL,17665,5999,,No
98,2,2026,8,28,23:51,$38.05,Swipe Transaction,-5352916651,Detroit,PA,84085,7995,,No
183,2,2026,8,28,23:53,$16.49,Online Transaction,-7969893382,Houston,FL,34957,5812,,No
118,2,2026,8,29,00:06,$26.32,Chip Transaction,-7657668555,Seattle,FL,14165,5411,,No
15,0,2026,8,29,00:08,$11.21,Online Transaction,-3334036238,Detroit,PA,57400,5999,,No
46,2,2026,8,29,00:09,$8.16,Chip Transaction,-7657668555,Seattle,FL,14165,5411,,No
100,1,2026,8,29,00:12,$6.27,Chip Transaction,-7657668555,Seattle,FL,14165,5411,,No
16,1,2026,8,29,00:21,$36.98,Chip Transaction,-3334036238,Detroit,PA,57400,5999,,No
196,0,2026,8,29,00:33,$4.75,Chip Transaction,-7638611535,Chicago,GA,89507,4111,,No
24,1,2026,8,29,00:37,$28.86,Online Transaction,-2570858543,Seattle,CA,59615,5812,,No
31,0,2026,8,29,00:39,$20.24,Swipe Transaction,-1103393960,Detroit,TX,80010,4899,,No
146,2,2026,8,29,00:42,$12.12,Swipe Transaction,-6266383540,Los Angeles,FL,54597,5732,,No
199,1,2026,8,29,01:01,$147.35,Chip Transaction,-8880019869,Detroit,MI,41285,5732,,No
75,0,2026,8,29,01:04,$18.64,Chip Transaction,-8775988461,Houston,GA,49651,5999,,No
154,0,2026,8,29,01:10,$21.28,Online Transaction,-8029246294,Chicago,TX,42325,7995,,No
68,1,2026,8,29,01:13,$58.93,Online Transaction,-5289639016,Chicago,PA,44671,5411,,No
123,0,2026,8,29,01:23,$61.96,Online Transaction,-3132585291,Houston,NY,24662,5311,,No
154,0,2026,8,29,02:02,$29.87,Online Transaction,-5721798322,New York,GA,37938,7995,,No
128,0,2026,8,29,02:08,$16.12,Chip Transaction,-7253682786,New York,WA,42098,4899,,No
110,0,2026,8,29,02:15,$23.80,Swipe Transaction,-7791716271,Chicago,OH,38080,7995,,No
55,1,2026,8,29,02:20,$7.85,Swipe Transaction,-2570858543,Seattle,CA,59615,5812,,No
94,2,2026,8,29,02:27,$22.75,Online Transaction,-3334036238,Detroit,PA,57400,5999,,No
134,2,2026,8,29,02:31,$8.38,Online Transaction,-2952122732,New York,WA,66985,5541,,No
101,1,2026,8,29,02:46,$7.83,Swipe Transaction,-6266383540,Los Angeles,FL,54597,5732,,No
71,0,2026,8,29,02:46,$91.32,Online Transaction,-5289639016,Chicago,PA,44671,5411,Bad PIN,No
69,1,2026,8,29,02:52,$17.97,Chip Transaction,-5858092863,Seattle,IL,50857,4111,,No
113,0,2026,8,29,02:56,$112.91,Online Transaction,-7657668555,Seattle,FL,14165,5411,,No
24,2,2026,8,29,03:06,$11.63,Swipe Transaction,-3432503894,Seattle,NY,99166,5812,,No
101,2,2026,8,29,03:12,$46.27,Swipe Transaction,-9701262893,Detroit,IL,47930,5812,,No
71,1,2026,8,29,03:21,$5.59,Chip Transaction,-7969893382,Houston,FL,34957,5812,,No
116,0,2026,8,29,03:40,$37.13,Chip Transaction,-1148254644,Chicago,NY,16572,5999,,No
163,1,2026,8,29,03:45,$19.24,Swipe Transaction,-7553262727,Seattle,PA,15209,5999,,No
36,1,2026,8,29,03:53,$99.09,Chip Transaction,-7638611535,Chicago,GA,89507,4111,,No
76,1,2026,8,29,03:59,$80.33,Swipe Transaction,-8860972880,Chicago,CA,42018,5311,,No
13,0,2026,8,29,04:08,$5.36,Swipe Transaction,-7620925180,Seattle,IL,10942,5812,,No
77,0,2026,8,29,04:19,$229.56,Online Transaction,-8860972880,Chicago,CA,42018,5311,,No
127,2,2026,8,29,04:34,$68.08,Online Transaction,-3989620584,Los Angeles,TX,76784,5942,,No
181,0,2026,8,29,04:36,$179.64,Chip Transaction,-9747139103,New York,NY,53309,5812,,No
65,1,2026,8,29,04:44,$10.69,Online Transaction,-9177126911,Seattle,OH,28373,4111,,No
4,0,2026,8,29,04:57,$24.78,Swipe Transaction,-3334036238,Detroit,PA,57400,5999,,No
172,1,2026,8,29,05:11,$62.20,Online Transaction,-1103393960,Detroit,TX,80010,4899,,No
129,0,2026,8,29,05:37,$4.54,Chip Transaction,-4916957577,Houston,IL,19880,5942,,No
11,0,2026,8,29,06:01,$31.84,Swipe Transaction,-8029246294,Chicago,TX,42325,7995,,No
67,1,2026,8,29,06:15,$54.54,Swipe Transaction,-7638611535,Chicago,GA,89507,4111,,No
117,0,2026,8,29,06:31,$203.49,Swipe Transaction,-8051271516,Detroit,WA,75612,5541,,No
22,0,2026,8,29,06:38,$17.67,Swipe Transaction,-5048593026,Los Angeles,GA,79514,5411,,No
43,1,2026,8,29,06:44,$6.55,Chip Transaction,-8051271516,Detroit,WA,75612,5541,,No
166,2,2026,8,29,06:46,$28.63,Online Transaction,-9597581989,Los Angeles,GA,88907,5411,,No
32,0,2026,8,29,06:58,$49.80,Swipe Transaction,-7638611535,Chicago,GA,89507,4111,,No
173,1,2026,8,29,07:30,$12.29,Online Transaction,-9577298449,Houston,MI,24322,4899,Bad PIN,No
146,1,2026,8,29,07:48,$9.18,Chip Transaction,-8433057726,Chicago,MI,37460,5732,,No
73,0,2026,8,29,08:20,$16.12,Online Transaction,-1148254644,Chicago,NY,16572,5999,,No
135,1,2026,8,29,08:40,$21.20,Online Transaction,-8880019869,Detroit,MI,41285,5732,,No
175,2,2026,8,29,08:47,$30.87,Online Transaction,-9748162863,Houston,NY,61173,5732,,No
114,1,2026,8,29,08:52,$49.65,Swipe Transaction,-8300112729,Detroit,WA,69929,5311,,No
30,2,2026,8,29,08:53,$38.43,Swipe Transaction,-5352916651,Detroit,PA,84085,7995,,No
112,0,2026,8,29,09:02,$34.58,Online Transaction,-8935253474,New York,MI,12757,5999,,No
77,0,2026,8,29,09:03,$35.42,Swipe Transaction,-7553262727,Seattle,PA,15209,5999,,No
3,0,2026,8,29,09:04,$26.50,Chip Transaction,-8775988461,Houston,GA,49651,5999,,No
85,2,2026,8,29,09:06,$17.08,Swipe Transaction,-9577298449,Houston,MI,24322,4899,,No
68,1,2026,8,29,09:17,$36.84,Online Transaction,-8051271516,Detroit,WA,75612,5541,,No
30,2,2026,8,29,09:18,$17.09,Online Transaction,-8880019869,Detroit,MI,41285,5732,,No
92,2,2026,8,29,09:21,$11.62,Online Transaction,-7620925180,Seattle,IL,10942,5812,,No
7,0,2026,8,29,09:40,$6.31,Online Transaction,-7253682786,New York,WA,42098,4899,,No
74,0,2026,8,29,10:01,$18.84,Swipe Transaction,-7620925180,Seattle,IL,10942,5812,,No
182,2,2026,8,29,10:05,$47.90,Swipe Transaction,-7657668555,Seattle,FL,14165,5411,,No
23,2,2026,8,29,10:11,$131.37,Online Transaction,-5003224336,Houston,WA,93886,7995,,No
4,2,2026,8,29,10:12,$29.59,Chip Transaction,-6266383540,Los Angeles,FL,54597,5732,,No
192,2,2026,8,29,10:28,$32.00,Chip Transaction,-7969893382,Houston,FL,34957,5812,,No
79,0,2026,8,29,10:33,$20.96,Chip Transaction,-3334036238,Detroit,PA,57400,5999,,No
88,1,2026,8,29,10:34,$41.48,Online Transaction,-9759748338,New York,MI,62581,5732,,No
20,2,2026,8,29,10:36,$82.87,Chip Transaction,-5289639016,Chicago,PA,44671,5411,,No
197,0,2026,8,29,10:40,$12.33,Swipe Transaction,-2913827697,Houston,GA,69177,5812,,No
166,2,2026,8,29,10:44,$62.17,Online Transaction,-7438442699,Houston,FL,88104,5942,,No
64,1,2026,8,29,10:53,$51.14,Swipe Transaction,-8880019869,Detroit,MI,41285,5732,,No
114,0,2026,8,29,10:59,$24.88,Chip Transaction,-2913827697,Houston,GA,69177,5812,,No
14,1,2026,8,29,11:09,$14.81,Online Transaction,-7728217008,Detroit,GA,49240,5812,,No
19,2,2026,8,29,11:31,$48.69,Swipe Transaction,-9748162863,Houston,NY,61173,5732,,No
45,1,2026,8,29,11:46,$11.27,Swipe Transaction,-9579485210,Detroit,GA,11934,5812,,No
110,1,2026,8,29,11:50,$28.53,Swipe Transaction,-7657668555,Seattle,FL,14165,5411,,No
102,1,2026,8,29,12:10,$209.28,Chip Transaction,-5003224336,Houston,WA,93886,7995,,No
66,2,2026,8,29,12:55,$19.31,Swipe Transaction,-8029246294,Chicago,TX,42325,7995,,No
1,2,2026,8,29,13:06,$125.82,Swipe Transaction,-2570858543,Seattle,CA,59615,5812,,No
116,0,2026,8,29,13:24,$22.25,Chip Transaction,-9577298449,Houston,MI,24322,4899,,No
49,0,2026,8,29,13:42,$108.50,Chip Transaction,-8880019869,Detroit,MI,41285,5732,,No
91,0,2026,8,29,13:56,$19.84,Chip Transaction,-9747139103,New York,NY,53309,5812,,No
199,1,2026,8,29,13:58,$50.45,Swipe Transaction,-7553262727,Seattle,PA,15209,5999,,No
85,0,2026,8,29,14:06,$55.95,Swipe Transaction,-8880019869,Detroit,MI,41285,5732,,No
140,1,2026,8,29,14:11,$91.58,Swipe Transaction,-5858092863,Seattle,IL,50857,4111,,No
153,2,2026,8,29,14:20,$2.51,Swipe Transaction,-6354879578,Los Angeles,FL,73653,5942,,No
198,1,2026,8,29,14:33,$5.64,Chip Transaction,-2570858543,Seattle,CA,59615,5812,,No
126,2,2026,8,29,14:44,$4.77,Swipe Transaction,-8679236864,New York,IL,84364,5812,,No
127,0,2026,8,29,14:52,$51.98,Online Transaction,-2570858543,Seattle,CA,59615,5812,,No
163,1,2026,8,29,15:07,$55.61,Online Transaction,-5048593026,Los Angeles,GA,79514,5411,,No
101,1,2026,8,29,15:19,$2.94,Online Transaction,-5981051812,New York,OH,91416,5999,Bad PIN,No
27,0,2026,8,29,15:22,$10.18,Chip Transaction,-9529060554,Detroit,TX,99192,4111,,No
82,0,2026,8,29,15:34,$27.80,Swipe Transaction,-3019388817,Detroit,GA,89818,4899,,No
108,2,2026,8,29,15:56,$106.00,Online Transaction,-1115768534,New York,IL,62923,5812,,No
111,1,2026,8,29,15:58,$54.55,Swipe Transaction,-9577298449,Houston,MI,24322,4899,,No
78,1,2026,8,29,16:34,$44.99,Online Transaction,-3390142871,Detroit,PA,66155,5999,,No
34,0,2026,8,29,16:42,$3.70,Chip Transaction,-9597581989,Los Angeles,GA,88907,5411,,No
91,2,2026,8,29,16:47,$83.25,Chip Transaction,-8433057726,Chicago,MI,37460,5732,,No
134,0,2026,8,29,16:57,$32.14,Swipe Transaction,-9177126911,Seattle,OH,28373,4111,,No
31,2,2026,8,29,17:04,$8.54,Online Transaction,-3853681964,Houston,FL,71213,5411,,No
134,1,2026,8,29,17:13,$33.40,Swipe Transaction,-9579485210,Detroit,GA,11934,5812,,No
37,1,2026,8,29,17:29,$6.36,Chip Transaction,-9335152680,Chicago,IL,17665,5999,,No
112,2,2026,8,29,17:42,$81.21,Swipe Transaction,-5352916651,Detroit,PA,84085,7995,,No
37,2,2026,8,29,17:50,$6.54,Swipe Transaction,-7969893382,Houston,FL,34957,5812,,No
134,0,2026,8,29,17:55,$53.09,Online Transaction,-3390142871,Detroit,PA,66155,5999,,No
122,2,2026,8,29,17:58,$56.62,Swipe Transaction,-1148254644,Chicago,NY,16572,5999,,No
129,1,2026,8,29,18:00,$28.43,Chip Transaction,-9335152680,Chicago,IL,17665,5999,,No
154,0,2026,8,29,18:10,$9.13,Swipe Transaction,-9748162863,Houston,NY,61173,5732,,No
30,0,2026,8,29,18:12,$20.06,Swipe Transaction,-2913827697,Houston,GA,69177,5812,,No
101,2,2026,8,29,18:12,$146.96,Swipe Transaction,-9335152680,Chicago,IL,17665,5999,,No
195,0,2026,8,29,18:23,$18.50,Chip Transaction,-8433057726,Chicago,MI,37460,5732,,No
189,0,2026,8,29,18:26,$37.02,Chip Transaction,-9177126911,Seattle,OH,28373,4111,,No
130,2,2026,8,29,18:39,$46.23,Online Transaction,-9177126911,Seattle,OH,28373,4111,,No
24,1,2026,8,29,18:41,$175.31,Chip Transaction,-3432503894,Seattle,NY,99166,5812,,No
51,2,2026,8,29,18:52,$2.06,Online Transaction,-9335152680,Chicago,IL,17665,5999,,No
82,1,2026,8,29,19:01,$40.22,Online Transaction,-2913827697,Houston,GA,69177,5812,,No
64,1,2026,8,29,19:01,$17.73,Swipe Transaction,-1148254644,Chicago,NY,16572,5999,,No
67,1,2026,8,29,19:15,$9.81,Chip Transaction,-8880019869,Detroit,MI,41285,5732,,No
11,1,2026,8,29,19:20,$72.72,Chip Transaction,-4916957577,Houston,IL,19880,5942,,No
25,0,2026,8,29,19:32,$3.95,Chip Transaction,-3019388817,Detroit,GA,89818,4899,Bad PIN,No
189,2,2026,8,29,19:34,$30.44,Swipe Transaction,-5289639016,Chicago,PA,44671,5411,,No
42,0,2026,8,29,20:04,$14.58,Swipe Transaction,-5721798322,New York,GA,37938,7995,,No
113,1,2026,8,29,20:13,$12.23,Chip Transaction,-8029246294,Chicago,TX,42325,7995,,No
49,0,2026,8,29,20:16,$12.25,Chip Transaction,-8300112729,Detroit,WA,69929,5311,,No
71,1,2026,8,29,20:35,$45.10,Chip Transaction,-5981051812,New York,OH,91416,5999,,No
147,0,2026,8,29,20:38,$12.20,Chip Transaction,-1148254644,Chicago,NY,16572,5999,,No
5,2,2026,8,29,20:38,$36.06,Swipe Transaction,-3334036238,Detroit,PA,57400,5999,,No
36,0,2026,8,29,20:39,$80.18,Online Transaction,-4535306022,Seattle,IL,54942,4899,,No
49,1,2026,8,29,20:57,$15.99,Online Transaction,-5048593026,Los Angeles,GA,79514,5411,,No
62,2,2026,8,29,20:59,$66.94,Online Transaction,-7718830596,New York,GA,20500,5541,,No
72,2,2026,8,29,21:04,$5.44,Swipe Transaction,-6266383540,Los Angeles,FL,54597,5732,,No
18,2,2026,8,29,21:06,$3.81,Swipe Transaction,-7969893382,Houston,FL,34957,5812,,No
81,1,2026,8,29,21:08,$5.83,Chip Transaction,-3432503894,Seattle,NY,99166,5812,,No
198,2,2026,8,29,21:13,$8.70,Chip Transaction,-9577298449,Houston,MI,24322,4899,,No
144,0,2026,8,29,21:20,$15.86,Swipe Transaction,-1115768534,New York,IL,62923,5812,,No
86,2,2026,8,29,21:20,$93.00,Chip Transaction,-5003224336,Houston,WA,93886,7995,,No
85,1,2026,8,29,21:24,$11.60,Chip Transaction,-5858092863,Seattle,IL,50857,4111,,No
133,0,2026,8,29,21:26,$18.24,Chip Transaction,-5289639016,Chicago,PA,44671,5411,,No
153,0,2026,8,29,21:30,$19.22,Swipe Transaction,-3019388817,Detroit,GA,89818,4899,,No
65,2,2026,8,29,21:36,$22.66,Swipe Transaction,-8679236864,New York,IL,84364,5812,,No
116,0,2026,8,29,21:37,$12.72,Online Transaction,-8029246294,Chicago,TX,42325,7995,,No
129,1,2026,8,29,22:10,$11.01,Chip Transaction,-3019388817,Detroit,GA,89818,4899,,No
179,1,2026,8,29,22:11,$11.48,Chip Transaction,-9332220623,Chicago,CA,22156,4111,,No
197,1,2026,8,29,22:12,$35.44,Online Transaction,-8880019869,Detroit,MI,41285,5732,,No
169,2,2026,8,29,22:25,$58.06,Online Transaction,-2952122732,New York,WA,66985,5541,,No
161,0,2026,8,29,22:32,$106.19,Chip Transaction,-8679236864,New York,IL,84364,5812,,No
123,1,2026,8,29,22:45,$362.61,Chip Transaction,-3019388817,Detroit,GA,89818,4899,,No
128,2,2026,8,29,22:47,$11.39,Online Transaction,-4535306022,Seattle,IL,54942,4899,,No
48,1,2026,8,29,23:03,$22.99,Online Transaction,-9335152680,Chicago,IL,17665,5999,,Yes
130,0,2026,8,29,23:04,$9.15,Swipe Transaction,-7553262727,Seattle,PA,15209,5999,,No
35,0,2026,8,29,23:08,$32.25,Online Transaction,-9332220623,Chicago,CA,22156,4111,,No
56,2,2026,8,29,23:08,$19.56,Online Transaction,-7589470809,Detroit,GA,64987,4899,,No
146,1,2026,8,29,23:24,$2.92,Chip Transaction,-7438442699,Houston,FL,88104,5942,,No
119,2,2026,8,29,23:29,$85.59,Online Transaction,-3432503894,Seattle,NY,99166,5812,,No
84,2,2026,8,29,23:32,$154.86,Swipe Transaction,-2952122732,New York,WA,66985,5541,,No
18,2,2026,8,29,23:39,$18.31,Swipe Transaction,-9748162863,Houston,NY,61173,5732,,No
73,2,2026,8,29,23:51,$7.26,Online Transaction,-5981051812,New York,OH,91416,5999,,No
87,2,2026,8,29,23:55,$52.61,Swipe Transaction,-3019388817,Detroit,GA,89818,4899,,No
183,2,2026,8,30,00:00,$36.56,Online Transaction,-3989620584,Los Angeles,TX,76784,5942,,No
197,2,2026,8,30,00:02,$13.25,Online Transaction,-3432503894,Seattle,NY,99166,5812,,No
39,2,2026,8,30,00:07,$2.53,Swipe Transaction,-3432503894,Seattle,NY,99166,5812,,No
153,2,2026,8,30,00:13,$37.74,Online Transaction,-1042186646,Houston,CA,79822,5541,,No
142,0,2026,8,30,00:35,$84.96,Swipe Transaction,-2952122732,New York,WA,66985,5541,,No
60,2,2026,8,30,00:38,$37.03,Chip Transaction,-7718830596,New York,GA,20500,5541,,No
144,1,2026,8,30,00:38,$11.61,Chip Transaction,-3132585291,Houston,NY,24662,5311,,No
167,2,2026,8,30,00:39,$21.81,Swipe Transaction,-1115768534,New York,IL,62923,5812,,No
161,1,2026,8,30,00:48,$41.12,Swipe Transaction,-5289639016,Chicago,PA,44671,5411,,No
105,2,2026,8,30,00:56,$112.06,Swipe Transaction,-9177126911,Seattle,OH,28373,4111,,No
110,0,2026,8,30,01:04,$16.94,Online Transaction,-2913827697,Houston,GA,69177,5812,Bad PIN,No
71,1,2026,8,30,01:05,$19.62,Chip Transaction,-9332220623,Chicago,CA,22156,4111,,No
31,1,2026,8,30,01:28,$4.97,Online Transaction,-7620925180,Seattle,IL,10942,5812,Bad PIN,No
47,2,2026,8,30,01:40,$374.44,Chip Transaction,-7620925180,Seattle,IL,10942,5812,,No
113,0,2026,8,30,01:44,$12.06,Swipe Transaction,-1148254644,Chicago,NY,16572,5999,,No
163,2,2026,8,30,01:45,$12.01,Online Transaction,-5128256752,New York,CA,82512,5541,,No
18,0,2026,8,30,01:55,$19.50,Swipe Transaction,-2570858543,Seattle,CA,59615,5812,,No
17,0,2026,8,30,01:57,$15.07,Swipe Transaction,-5858092863,Seattle,IL,50857,4111,,No
35,0,2026,8,30,02:03,$24.33,Chip Transaction,-8679236864,New York,IL,84364,5812,,No
125,1,2026,8,30,02:04,$8.96,Online Transaction,-8679236864,New York,IL,84364,5812,,No
180,1,2026,8,30,03:03,$20.13,Swipe Transaction,-9577298449,Houston,MI,24322,4899,,No
36,0,2026,8,30,03:27,$35.10,Online Transaction,-9332220623,Chicago,CA,22156,4111,,No
29,0,2026,8,30,03:30,$8.99,Chip Transaction,-7589470809,Detroit,GA,64987,4899,,No
170,1,2026,8,30,03:38,$11.00,Chip Transaction,-1148254644,Chicago,NY,16572,5999,,No
2,2,2026,8,30,03:39,$55.73,Swipe Transaction,-8935253474,New York,MI,12757,5999,,No
185,1,2026,8,30,03:39,$5.35,Swipe Transaction,-7638611535,Chicago,GA,89507,4111,,No
20,1,2026,8,30,03:47,$24.10,Online Transaction,-7553262727,Seattle,PA,15209,5999,,No
51,2,2026,8,30,03:55,$39.52,Online Transaction,-5048593026,Los Angeles,GA,79514,5411,,No
63,0,2026,8,30,03:56,$6.80,Online Transaction,-9529060554,Detroit,TX,99192,4111,,No
188,2,2026,8,30,03:56,$27.48,Swipe Transaction,-5289639016,Chicago,PA,44671,5411,,No
193,2,2026,8,30,03:58,$15.78,Chip Transaction,-1103393960,Detroit,TX,80010,4899,,No
96,1,2026,8,30,04:04,$47.35,Online Transaction,-8300112729,Detroit,WA,69929,5311,,No
24,0,2026,8,30,04:06,$29.60,Swipe Transaction,-5128256752,New York,CA,82512,5541,,No
198,1,2026,8,30,04:17,$20.60,Online Transaction,-4916957577,Houston,IL,19880,5942,,No
176,0,2026,8,30,04:26,$5.56,Swipe Transaction,-3432503894,Seattle,NY,99166,5812,,No
42,1,2026,8,30,04:43,$8.42,Online Transaction,-5289639016,Chicago,PA,44671,5411,,No
70,0,2026,8,30,04:57,$39.46,Online Transaction,-9579485210,Detroit,GA,11934,5812,,No
181,2,2026,8,30,05:05,$214.31,Swipe Transaction,-8935253474,New York,MI,12757,5999,,No
0,1,2026,8,30,05:32,$98.49,Online Transaction,-9577298449,Houston,MI,24322,4899,,No
