symbol,bar_ts,open,high,low,close,volume,vwap,trade_count
GOOGL,2026-09-22T10:28:00,170.6588,170.6588,170.2291,170.3034,45526,170.4359,4
AMZN,2026-09-22T10:28:00,193.5185,193.5221,193.2109,193.4584,6881,193.4435,4
TSLA,2026-09-22T10:28:00,242.9085,243.2968,242.8743,243.272,36106,243.1198,4
AAPL,2026-09-22T10:29:00,222.7492,222.777,222.4135,222.4135,30944,222.66,4
MSFT,2026-09-22T10:29:00,440.0932,440.7239,439.8785,440.7239,38531,440.2282,4
GOOGL,2026-09-22T10:29:00,170.3034,170.6272,170.2189,170.6272,31673,170.4519,4
AMZN,2026-09-22T10:29:00,193.4584,194.3102,193.4584,194.3102,25542,193.9122,4
TSLA,2026-09-22T10:29:00,243.272,243.3313,243.0711,243.0711,23281,243.2184,4
AAPL,2026-09-22T10:30:00,222.4135,222.4135,221.237,221.237,39523,221.9249,4
MSFT,2026-09-22T10:30:00,440.7239,440.7239,439.5626,439.8131,4043,439.9545,4
GOOGL,2026-09-22T10:30:00,170.6272,171.0815,170.6272,171.0815,43658,170.8655,4
AMZN,2026-09-22T10:30:00,194.3102,195.086,194.3102,195.086,47585,194.7069,4
TSLA,2026-09-22T10:30:00,243.0711,243.3551,243.0711,243.1411,26554,243.1802,4
AAPL,2026-09-22T10:31:00,221.237,221.4725,221.237,221.3395,10930,221.3479,4
MSFT,2026-09-22T10:31:00,439.8131,440.0456,439.3326,439.7761,21234,439.7216,4
GOOGL,2026-09-22T10:31:00,171.0815,171.3136,170.8734,171.274,11557,171.1155,4
AMZN,2026-09-22T10:31:00,195.086,195.754,195.086,195.7444,48257,195.4781,4
TSLA,2026-09-22T10:31:00,243.1411,243.1929,242.9432,242.9432,39882,243.1191,4
AAPL,2026-09-22T10:32:00,221.3395,221.3443,220.8552,221.2326,32258,221.1385,4
MSFT,2026-09-22T10:32:00,439.7761,440.3364,439.1351,440.3364,30125,439.9398,4
GOOGL,2026-09-22T10:32:00,171.274,171.6899,171.274,171.6575,28333,171.5167,4
AMZN,2026-09-22T10:32:00,195.7444,195.8749,195.6104,195.8749,28739,195.7111,4
TSLA,2026-09-22T10:32:00,242.9432,243.3175,242.8629,242.8629,35291,243.0617,4
AAPL,2026-09-22T10:33:00,221.2326,221.6441,221.2326,221.6441,35899,221.4398,4
MSFT,2026-09-22T10:33:00,440.3364,440.3828,439.7021,439.7021,40770,440.0372,4
GOOGL,2026-09-22T10:33:00,171.6575,171.6805,171.1556,171.1556,26729,171.4817,4
AMZN,2026-09-22T10:33:00,195.8749,196.5869,195.8749,195.892,37652,196.0947,4
TSLA,2026-09-22T10:33:00,242.8629,242.8629,242.38,242.38,49724,242.5758,4
AAPL,2026-09-22T10:34:00,221.6441,221.9101,221.5494,221.9101,22184,221.685,4
MSFT,2026-09-22T10:34:00,439.7021,440.0246,439.2502,440.0246,48384,439.6903,4
GOOGL,2026-09-22T10:34:00,171.1556,171.6378,171.1556,171.3776,30294,171.4074,4
AMZN,2026-09-22T10:34:00,195.892,196.4491,195.8032,195.8032,6212,196.0475,4
TSLA,2026-09-22T10:34:00,242.38,243.1131,242.2353,243.1131,26771,242.5915,4
AAPL,2026-09-22T10:35:00,221.9101,222.4387,221.9101,222.2729,46081,222.1579,4
MSFT,2026-09-22T10:35:00,440.0246,440.8819,440.0246,440.4104,45950,440.4463,4
GOOGL,2026-09-22T10:35:00,171.3776,171.3776,171.1365,171.2513,3963,171.2198,4
AMZN,2026-09-22T10:35:00,195.8032,196.3666,195.8032,196.3666,23658,196.0676,4
TSLA,2026-09-22T10:35:00,243.1131,243.9683,243.1131,243.9683,523,243.4204,4
AAPL,2026-09-22T10:36:00,222.2729,222.4969,222.0609,222.0609,27960,222.3595,4
MSFT,2026-09-22T10:36:00,440.4104,441.4864,439.9736,441.4864,20042,440.602,4
GOOGL,2026-09-22T10:36:00,171.2513,171.4169,171.2513,171.256,41261,171.3314,4
AMZN,2026-09-22T10:36:00,196.3666,196.3874,196.0884,196.1136,29469,196.2386,4
TSLA,2026-09-22T10:36:00,243.9683,243.9683,243.3815,243.3815,4878,243.7367,4
AAPL,2026-09-22T10:37:00,222.0609,222.2071,221.5791,221.5921,32327,221.839,4
MSFT,2026-09-22T10:37:00,441.4864,442.0333,440.9288,441.0933,22961,441.3397,4
GOOGL,2026-09-22T10:37:00,171.256,171.259,170.8862,170.8862,43890,171.0729,4
AMZN,2026-09-22T10:37:00,196.1136,196.1136,195.8956,196.0912,41111,195.9939,4
TSLA,2026-09-22T10:37:00,243.3815,243.9117,243.2386,243.7952,16390,243.5166,4
AAPL,2026-09-22T10:38:00,221.5921,221.6319,221.2915,221.6319,8864,221.4857,4
MSFT,2026-09-22T10:38:00,441.0933,442.0283,441.0933,441.6314,48155,441.5829,4
GOOGL,2026-09-22T10:38:00,170.8862,170.8862,170.4649,170.4649,2570,170.5828,4
AMZN,2026-09-22T10:38:00,196.0912,196.0912,195.7643,195.8396,27579,195.8617,4
TSLA,2026-09-22T10:38:00,243.7952,243.8196,243.6714,243.7391,18602,243.7596,4
AAPL,2026-09-22T10:39:00,221.6319,221.6319,221.1798,221.4999,30757,221.4103,4
MSFT,2026-09-22T10:39:00,441.6314,441.6314,440.8329,441.3081,2948,441.2875,4
GOOGL,2026-09-22T10:39:00,170.4649,170.5517,170.3995,170.52,36981,170.489,4
AMZN,2026-09-22T10:39:00,195.8396,196.9503,195.8396,196.9503,46358,196.4961,4
TSLA,2026-09-22T10:39:00,243.7391,243.7391,243.1166,243.4836,44555,243.4618,4
AAPL,2026-09-22T10:40:00,221.4999,221.7516,221.3632,221.7516,18735,221.5204,4
MSFT,2026-09-22T10:40:00,441.3081,441.3081,440.4707,440.7344,1793,440.8139,4
GOOGL,2026-09-22T10:40:00,170.52,170.52,170.1989,170.1989,7668,170.3944,4
AMZN,2026-09-22T10:40:00,196.9503,197.0329,196.9211,197.0164,25942,196.9784,4
TSLA,2026-09-22T10:40:00,243.4836,244.2613,243.4836,244.2613,31374,243.8439,4
AAPL,2026-09-22T10:41:00,221.7516,222.2654,221.7516,222.2653,43107,222.0734,4
MSFT,2026-09-22T10:41:00,440.7344,441.2729,440.5218,441.2729,13967,440.7432,4
GOOGL,2026-09-22T10:41:00,170.1989,170.1989,169.7142,169.7554,10743,169.9192,4
AMZN,2026-09-22T10:41:00,197.0164,197.0164,196.7403,196.8492,6124,196.8769,4
TSLA,2026-09-22T10:41:00,244.2613,244.395,243.9222,243.9222,49930,244.1423,4
AAPL,2026-09-22T10:42:00,222.2653,222.5031,222.2653,222.5031,8772,222.4042,4
MSFT,2026-09-22T10:42:00,441.2729,441.684,441.0678,441.2022,40190,441.3456,4
GOOGL,2026-09-22T10:42:00,169.7554,169.7554,169.0962,169.0962,19140,169.3354,4
AMZN,2026-09-22T10:42:00,196.8492,196.8642,196.6521,196.8033,40107,196.7805,4
TSLA,2026-09-22T10:42:00,243.9222,244.2777,243.5445,244.2777,38837,243.9472,4
AAPL,2026-09-22T10:43:00,222.5031,222.8634,222.5031,222.8634,40207,222.6827,4
MSFT,2026-09-22T10:43:00,441.2022,441.2022,440.39,441.1456,33119,440.7755,4
GOOGL,2026-09-22T10:43:00,169.0962,169.5599,169.0962,169.5599,2262,169.3781,4
AMZN,2026-09-22T10:43:00,196.8033,196.8082,196.6461,196.8082,31299,196.7417,4
TSLA,2026-09-22T10:43:00,244.2777,245.3023,244.113,245.3023,40038,244.5539,4
AAPL,2026-09-22T10:44:00,222.8634,222.9172,222.6457,222.9172,20944,222.8137,4
MSFT,2026-09-22T10:44:00,441.1456,441.727,440.4075,440.7597,11010,440.9462,4
GOOGL,2026-09-22T10:44:00,169.5599,169.5599,169.0861,169.2964,16505,169.3047,4
AMZN,2026-09-22T10:44:00,196.8082,196.8082,195.9757,195.9757,24190,196.2281,4
TSLA,2026-09-22T10:44:00,245.3023,245.3023,244.8579,244.8923,7393,244.9816,4
AAPL,2026-09-22T10:45:00,222.9172,223.0555,222.4209,222.4209,16415,222.8093,4
MSFT,2026-09-22T10:45:00,440.7597,440.7597,440.1019,440.1789,6332,440.3436,4
GOOGL,2026-09-22T10:45:00,169.2964,169.2964,168.7818,168.9714,22624,168.9898,4
AMZN,2026-09-22T10:45:00,195.9757,196.0379,195.8326,195.8326,17019,195.9718,4
TSLA,2026-09-22T10:45:00,244.8923,245.1816,244.8114,245.1308,16965,245.0001,4
AAPL,2026-09-22T10:46:00,222.4209,222.6494,222.2631,222.61,23254,222.4546,4
MSFT,2026-09-22T10:46:00,440.1789,440.4463,439.6901,439.6901,7138,440.0699,4
GOOGL,2026-09-22T10:46:00,168.9714,169.2697,168.9714,169.185,28101,169.1456,4
AMZN,2026-09-22T10:46:00,195.8326,196.3005,195.8326,196.3005,28006,196.05,4
TSLA,2026-09-22T10:46:00,245.1308,245.1308,244.5534,244.5534,28927,244.8367,4
AAPL,2026-09-22T10:47:00,222.61,223.2875,222.61,223.2875,32625,223.021,4
MSFT,2026-09-22T10:47:00,439.6901,440.0576,439.6901,439.8795,11949,439.8986,4
GOOGL,2026-09-22T10:47:00,169.185,169.185,168.3861,168.5025,38021,168.6691,4
AMZN,2026-09-22T10:47:00,196.3005,196.5506,196.3005,196.4231,49860,196.3975,4
TSLA,2026-09-22T10:47:00,244.5534,244.5534,243.8065,243.8065,44249,244.1532,4
AAPL,2026-09-22T10:48:00,223.2875,223.5174,223.2875,223.5174,34693,223.4024,4
MSFT,2026-09-22T10:48:00,439.8795,441.299,439.6029,441.299,3507,440.3861,4
GOOGL,2026-09-22T10:48:00,168.5025,168.5025,168.0062,168.0062,22752,168.2501,4
AMZN,2026-09-22T10:48:00,196.4231,196.6335,196.1416,196.1416,46158,196.3937,4
TSLA,2026-09-22T10:48:00,243.8065,243.8065,243.2088,243.4234,8198,243.4788,4
AAPL,2026-09-22T10:49:00,223.5174,223.556,223.1799,223.1799,21622,223.4016,4
MSFT,2026-09-22T10:49:00,441.299,441.8623,441.2927,441.5275,48542,441.4959,4
GOOGL,2026-09-22T10:49:00,168.0062,168.1169,167.4547,167.4547,5436,167.8938,4
AMZN,2026-09-22T10:49:00,196.1416,196.1926,195.9338,195.9338,5599,196.1053,4
TSLA,2026-09-22T10:49:00,243.4234,243.4234,242.8185,242.8185,3112,243.1548,4
AAPL,2026-09-22T10:50:00,223.1799,223.4388,223.1318,223.1318,2380,223.2422,4
MSFT,2026-09-22T10:50:00,441.5275,442.1575,441.3483,441.5745,45713,441.6945,4
GOOGL,2026-09-22T10:50:00,167.4547,168.1545,167.4547,168.1257,49185,167.9561,4
AMZN,2026-09-22T10:50:00,195.9338,196.4826,195.9338,196.1962,48781,196.2129,4
TSLA,2026-09-22T10:50:00,242.8185,242.8358,242.4228,242.6726,41664,242.6607,4
AAPL,2026-09-22T10:51:00,223.1318,223.7541,223.1318,223.7541,46452,223.4183,4
MSFT,2026-09-22T10:51:00,441.5745,443.9046,441.5745,443.9046,10946,442.7259,4
GOOGL,2026-09-22T10:51:00,168.1257,168.1257,167.6672,167.6672,28490,167.8994,4
AMZN,2026-09-22T10:51:00,196.1962,196.5601,196.1116,196.1122,44667,196.2526,4
TSLA,2026-09-22T10:51:00,242.6726,242.8548,242.5483,242.5483,19654,242.6975,4
AAPL,2026-09-22T10:52:00,223.7541,223.8438,223.5104,223.5104,16249,223.7374,4
MSFT,2026-09-22T10:52:00,443.9046,444.1203,443.487,444.0623,24001,443.8485,4
GOOGL,2026-09-22T10:52:00,167.6672,167.756,167.5019,167.737,21035,167.6481,4
AMZN,2026-09-22T10:52:00,196.1122,196.3821,196.1122,196.2937,29947,196.2893,4
TSLA,2026-09-22T10:52:00,242.5483,242.6568,242.3965,242.3965,16798,242.5414,4
AAPL,2026-09-22T10:53:00,223.5104,223.5104,223.1144,223.3562,45836,223.2775,4
MSFT,2026-09-22T10:53:00,444.0623,444.4458,444.0623,444.3415,27453,444.2797,4
GOOGL,2026-09-22T10:53:00,167.737,167.737,167.38,167.38,1719,167.5371,4
AMZN,2026-09-22T10:53:00,196.2937,196.9361,196.2937,196.8379,11385,196.6375,4
TSLA,2026-09-22T10:53:00,242.3965,242.3965,241.6782,242.2634,14221,242.0088,4
AAPL,2026-09-22T10:54:00,223.3562,223.5778,222.9523,223.5778,36570,223.2841,4
MSFT,2026-09-22T10:54:00,444.3415,444.6109,444.2117,444.2117,49234,444.3421,4
GOOGL,2026-09-22T10:54:00,167.38,167.4913,167.2237,167.4263,31124,167.3597,4
AMZN,2026-09-22T10:54:00,196.8379,196.9941,196.341,196.341,24765,196.7654,4
TSLA,2026-09-22T10:54:00,242.2634,242.2634,241.718,241.718,33257,241.984,4
AAPL,2026-09-22T10:55:00,223.5778,223.9311,223.5555,223.9311,8335,223.7238,4
MSFT,2026-09-22T10:55:00,444.2117,444.9496,444.2117,444.9496,46413,444.6586,4
GOOGL,2026-09-22T10:55:00,167.4263,167.6458,167.3541,167.4934,4424,167.5041,4
AMZN,2026-09-22T10:55:00,196.341,196.341,195.5831,195.5831,30384,195.9327,4
TSLA,2026-09-22T10:55:00,241.718,241.718,241.1896,241.3504,20543,241.3893,4
AAPL,2026-09-22T10:56:00,223.9311,224.651,223.9311,224.651,34882,224.2812,4
MSFT,2026-09-22T10:56:00,444.9496,444.9496,443.4972,443.4972,10242,444.3468,4
GOOGL,2026-09-22T10:56:00,167.4934,167.6273,167.4413,167.4413,29033,167.5368,4
AMZN,2026-09-22T10:56:00,195.5831,195.6803,195.4985,195.6443,12022,195.6158,4
TSLA,2026-09-22T10:56:00,241.3504,241.3504,240.687,240.687,13748,241.0729,4
AAPL,2026-09-22T10:57:00,224.651,225.0137,224.5901,225.0137,8795,224.7457,4
MSFT,2026-09-22T10:57:00,443.4972,443.6372,442.932,442.932,11339,443.3072,4
GOOGL,2026-09-22T10:57:00,167.4413,167.7643,167.4413,167.548,17306,167.5802,4
AMZN,2026-09-22T10:57:00,195.6443,195.6443,195.3488,195.4116,43727,195.487,4
TSLA,2026-09-22T10:57:00,240.687,240.7903,240.5528,240.7903,11545,240.6971,4
AAPL,2026-09-22T10:58:00,225.0137,225.3935,224.8627,224.8627,7223,225.0583,4
MSFT,2026-09-22T10:58:00,442.932,443.0703,442.4862,442.4862,25314,442.7514,4
GOOGL,2026-09-22T10:58:00,167.548,167.997,167.548,167.997,20851,167.739,4
AMZN,2026-09-22T10:58:00,195.4116,195.9651,195.3552,195.7899,6242,195.6286,4
TSLA,2026-09-22T10:58:00,240.7903,240.7903,239.6852,239.6852,37194,240.1715,4
AAPL,2026-09-22T10:59:00,224.8627,224.8627,224.6593,224.8171,31808,224.7759,4
MSFT,2026-09-22T10:59:00,442.4862,442.8572,441.944,442.8572,21213,442.4027,4
GOOGL,2026-09-22T10:59:00,167.997,168.0141,167.6749,168.0141,2409,167.8837,4
AMZN,2026-09-22T10:59:00,195.7899,195.7899,195.1791,195.1865,36199,195.4601,4
TSLA,2026-09-22T10:59:00,239.6852,239.9283,239.4815,239.9283,43962,239.6962,4
AAPL,2026-09-22T11:00:00,224.8171,225.4057,224.8171,225.4057,37386,225.1858,4
MSFT,2026-09-22T11:00:00,442.8572,444.0253,442.8572,444.0253,6456,443.4884,4
GOOGL,2026-09-22T11:00:00,168.0141,168.6449,168.0141,168.601,1804,168.3754,4
AMZN,2026-09-22T11:00:00,195.1865,195.2649,195.0675,195.2649,15106,195.1559,4
TSLA,2026-09-22T11:00:00,239.9283,240.3315,239.8079,240.3315,48753,240.0441,4
AAPL,2026-09-22T11:01:00,225.4057,225.4057,224.6695,224.6695,34747,225.0426,4
MSFT,2026-09-22T11:01:00,444.0253,444.4653,443.4204,443.4204,22838,443.9675,4
GOOGL,2026-09-22T11:01:00,168.601,168.9864,168.5829,168.8861,44518,168.7395,4
AMZN,2026-09-22T11:01:00,195.2649,196.2709,195.2649,196.2709,30905,195.666,4
TSLA,2026-09-22T11:01:00,240.3315,240.4913,240.2548,240.3309,10658,240.3633,4
AAPL,2026-09-22T11:02:00,224.6695,225.1048,224.472,224.766,40452,224.7182,4
MSFT,2026-09-22T11:02:00,443.4204,443.7059,442.7222,442.7222,24308,443.2063,4
GOOGL,2026-09-22T11:02:00,168.8861,168.9543,168.5857,168.5857,8406,168.7897,4
AMZN,2026-09-22T11:02:00,196.2709,196.2709,195.902,196.0027,18038,196.1184,4
TSLA,2026-09-22T11:02:00,240.3309,241.3329,240.3309,241.3329,29359,240.7321,4
AAPL,2026-09-22T11:03:00,224.766,225.3595,224.766,225.3595,5419,225.0763,4
MSFT,2026-09-22T11:03:00,442.7222,442.7405,441.9754,442.6739,19635,442.5079,4
GOOGL,2026-09-22T11:03:00,168.5857,169.0245,168.5817,169.0245,21039,168.8125,4
AMZN,2026-09-22T11:03:00,196.0027,196.0211,195.9786,195.9938,2220,195.9981,4
TSLA,2026-09-22T11:03:00,241.3329,241.9225,241.1521,241.7055,29267,241.5723,4
AAPL,2026-09-22T11:04:00,225.3595,225.3595,225.0295,225.2489,19028,225.2228,4
MSFT,2026-09-22T11:04:00,442.6739,444.0002,442.6739,443.2156,49161,443.2961,4
GOOGL,2026-09-22T11:04:00,169.0245,169.1204,168.8582,168.9203,7500,168.9781,4
AMZN,2026-09-22T11:04:00,195.9938,196.3415,195.7465,196.1849,16348,196.0234,4
TSLA,2026-09-22T11:04:00,241.7055,241.9056,241.6345,241.6345,38213,241.7338,4
AAPL,2026-09-22T11:05:00,225.2489,225.5201,225.229,225.229,13464,225.3416,4
MSFT,2026-09-22T11:05:00,443.2156,443.2156,442.8133,443.0258,30452,443.053,4
GOOGL,2026-09-22T11:05:00,168.9203,169.0885,168.6379,169.0885,46350,168.8968,4
AMZN,2026-09-22T11:05:00,196.1849,196.1849,195.5057,195.5057,8945,195.8133,4
TSLA,2026-09-22T11:05:00,241.6345,241.7011,241.3198,241.3198,24388,241.5399,4
AAPL,2026-09-22T11:06:00,225.229,225.229,224.5035,224.5035,11373,224.7573,4
MSFT,2026-09-22T11:06:00,443.0258,443.032,441.9617,441.9617,8575,442.6735,4
GOOGL,2026-09-22T11:06:00,169.0885,169.223,168.9316,169.223,9996,169.0377,4
AMZN,2026-09-22T11:06:00,195.5057,195.6591,195.3654,195.6591,47032,195.5067,4
TSLA,2026-09-22T11:06:00,241.3198,242.0315,241.3198,242.0315,46534,241.6888,4
AAPL,2026-09-22T11:07:00,224.5035,224.716,224.4136,224.4509,26878,224.537,4
MSFT,2026-09-22T11:07:00,441.9617,442.1905,441.5823,441.5863,3683,441.8893,4
GOOGL,2026-09-22T11:07:00,169.223,169.4325,169.2066,169.3846,48960,169.297,4
AMZN,2026-09-22T11:07:00,195.6591,195.6591,194.9945,194.9945,36735,195.3929,4
TSLA,2026-09-22T11:07:00,242.0315,243.1641,242.0315,243.1293,35585,242.717,4
AAPL,2026-09-22T11:08:00,224.4509,224.5668,224.1708,224.3326,40064,224.3614,4
MSFT,2026-09-22T11:08:00,441.5863,442.4909,441.5863,442.1278,11880,442.0787,4
GOOGL,2026-09-22T11:08:00,169.3846,169.8555,169.3846,169.8555,24280,169.5418,4
AMZN,2026-09-22T11:08:00,194.9945,195.2845,194.9144,194.9144,2323,195.0932,4
TSLA,2026-09-22T11:08:00,243.1293,243.1293,242.2449,242.2449,15177,242.7194,4
AAPL,2026-09-22T11:09:00,224.3326,224.747,223.9044,223.9044,44558,224.3569,4
MSFT,2026-09-22T11:09:00,442.1278,442.1278,440.8948,441.714,27937,441.5651,4
GOOGL,2026-09-22T11:09:00,169.8555,169.9726,169.8295,169.8814,17246,169.9,4
AMZN,2026-09-22T11:09:00,194.9144,194.9144,194.245,194.245,42080,194.7379,4
TSLA,2026-09-22T11:09:00,242.2449,242.2449,241.9348,241.9348,11729,242.0425,4
AAPL,2026-09-22T11:10:00,223.9044,223.9044,223.5849,223.6957,38860,223.7193,4
MSFT,2026-09-22T11:10:00,441.714,442.1805,441.3898,442.1805,9555,441.6659,4
GOOGL,2026-09-22T11:10:00,169.8814,170.5235,169.8814,170.402,42733,170.2184,4
AMZN,2026-09-22T11:10:00,194.245,194.5311,194.0534,194.5311,48099,194.2355,4
TSLA,2026-09-22T11:10:00,241.9348,241.9348,240.8433,240.8985,4679,241.3053,4
AAPL,2026-09-22T11:11:00,223.6957,223.6957,223.4681,223.5629,11039,223.5422,4
MSFT,2026-09-22T11:11:00,442.1805,442.1805,440.7874,440.7874,48788,441.2934,4
GOOGL,2026-09-22T11:11:00,170.402,170.5817,170.0458,170.0775,22305,170.2651,4
AMZN,2026-09-22T11:11:00,194.5311,194.9091,194.46,194.5162,38468,194.6264,4
TSLA,2026-09-22T11:11:00,240.8985,241.095,240.8685,241.0605,39673,240.9944,4
AAPL,2026-09-22T11:12:00,223.5629,224.0678,223.4347,223.8069,30307,223.766,4
MSFT,2026-09-22T11:12:00,440.7874,441.638,440.335,440.335,9194,440.9949,4
GOOGL,2026-09-22T11:12:00,170.0775,170.0775,169.684,169.8688,36395,169.893,4
AMZN,2026-09-22T11:12:00,194.5162,194.7816,194.5162,194.7816,5571,194.6437,4
TSLA,2026-09-22T11:12:00,241.0605,241.2276,240.9267,241.0154,44715,241.0887,4
AAPL,2026-09-22T11:13:00,223.8069,224.6279,223.8069,224.3132,575,224.2387,4
MSFT,2026-09-22T11:13:00,440.335,440.335,438.6618,438.6618,37349,439.5349,4
GOOGL,2026-09-22T11:13:00,169.8688,169.933,169.5961,169.5961,42515,169.8207,4
AMZN,2026-09-22T11:13:00,194.7816,195.2669,194.7816,195.19,41504,195.0747,4
TSLA,2026-09-22T11:13:00,241.0154,241.1014,240.4848,240.7107,45151,240.8279,4
AAPL,2026-09-22T11:14:00,224.3132,224.6594,224.2864,224.2864,29469,224.4595,4
MSFT,2026-09-22T11:14:00,438.6618,438.6618,437.8627,437.9528,28181,438.2528,4
GOOGL,2026-09-22T11:14:00,169.5961,169.5961,169.3881,169.5235,34340,169.4952,4
AMZN,2026-09-22T11:14:00,195.19,195.4871,195.07,195.2935,12283,195.246,4
TSLA,2026-09-22T11:14:00,240.7107,241.2239,240.6517,240.6517,5153,240.9094,4
AAPL,2026-09-22T11:15:00,224.2864,224.7371,224.2864,224.561,2391,224.5088,4
MSFT,2026-09-22T11:15:00,437.9528,438.3891,437.8469,438.3891,11047,438.0806,4
GOOGL,2026-09-22T11:15:00,169.5235,169.5235,169.0475,169.2223,48680,169.2655,4
AMZN,2026-09-22T11:15:00,195.2935,195.5674,194.9408,195.5674,23226,195.2629,4
TSLA,2026-09-22T11:15:00,240.6517,240.6517,240.2158,240.5441,12253,240.4467,4
AAPL,2026-09-22T11:16:00,224.561,224.9541,224.561,224.8279,7935,224.7837,4
MSFT,2026-09-22T11:16:00,438.3891,438.7467,437.9727,438.6764,2617,438.3926,4
GOOGL,2026-09-22T11:16:00,169.2223,169.2223,168.9994,169.0689,24591,169.0801,4
AMZN,2026-09-22T11:16:00,195.5674,195.9092,195.5674,195.9092,40222,195.7806,4
TSLA,2026-09-22T11:16:00,240.5441,240.6404,240.3012,240.6404,46436,240.501,4
AAPL,2026-09-22T11:17:00,224.8279,224.8279,224.2854,224.2854,32121,224.4708,4
MSFT,2026-09-22T11:17:00,438.6764,439.1625,438.5656,438.5656,37283,438.8289,4
GOOGL,2026-09-22T11:17:00,169.0689,169.7574,169.0689,169.6436,41566,169.429,4
AMZN,2026-09-22T11:17:00,195.9092,195.9092,195.7815,195.7815,14718,195.8259,4
TSLA,2026-09-22T11:17:00,240.6404,240.6404,240.4132,240.5031,23775,240.5253,4
AAPL,2026-09-22T11:18:00,224.2854,224.4901,223.9714,223.9714,9446,224.2621,4
MSFT,2026-09-22T11:18:00,438.5656,439.4328,438.4137,439.2389,45401,438.9389,4
GOOGL,2026-09-22T11:18:00,169.6436,170.2466,169.6191,170.2466,39847,169.9266,4
AMZN,2026-09-22T11:18:00,195.7815,196.414,195.7815,196.414,13557,196.1462,4
TSLA,2026-09-22T11:18:00,240.5031,240.5031,240.2095,240.3095,42916,240.3443,4
AAPL,2026-09-22T11:19:00,223.9714,224.2156,223.9714,224.0217,20066,224.1008,4
MSFT,2026-09-22T11:19:00,439.2389,439.5231,438.883,438.883,29536,439.1607,4
GOOGL,2026-09-22T11:19:00,170.2466,170.7719,170.2466,170.7719,30234,170.5341,4
AMZN,2026-09-22T11:19:00,196.414,196.414,195.9872,195.9872,26710,196.1955,4
TSLA,2026-09-22T11:19:00,240.3095,240.387,240.0201,240.387,37011,240.2749,4
AAPL,2026-09-22T11:20:00,224.0217,224.1831,223.8001,223.8198,36114,223.965,4
MSFT,2026-09-22T11:20:00,438.883,438.883,437.1111,437.1111,48007,437.9142,4
GOOGL,2026-09-22T11:20:00,170.7719,170.8313,170.6038,170.6038,19371,170.7185,4
AMZN,2026-09-22T11:20:00,195.9872,195.9872,195.414,195.6055,38749,195.6576,4
TSLA,2026-09-22T11:20:00,240.387,241.2303,240.387,241.2031,25715,240.9436,4
AAPL,2026-09-22T11:21:00,223.8198,223.984,223.637,223.9324,27420,223.8675,4
MSFT,2026-09-22T11:21:00,437.1111,437.9573,437.1111,437.7905,8321,437.481,4
GOOGL,2026-09-22T11:21:00,170.6038,170.9258,170.4984,170.9258,48125,170.638,4
AMZN,2026-09-22T11:21:00,195.6055,195.9097,195.6055,195.7716,49460,195.7733,4
TSLA,2026-09-22T11:21:00,241.2031,241.6673,241.1385,241.6673,33150,241.3152,4
AAPL,2026-09-22T11:22:00,223.9324,223.9324,223.1772,223.3934,43230,223.5496,4
MSFT,2026-09-22T11:22:00,437.7905,437.7905,437.0345,437.0345,22163,437.4191,4
GOOGL,2026-09-22T11:22:00,170.9258,170.993,170.8452,170.993,40980,170.9051,4
AMZN,2026-09-22T11:22:00,195.7716,195.7716,195.2303,195.2303,41964,195.4799,4
TSLA,2026-09-22T11:22:00,241.6673,242.5037,241.6673,242.5037,12095,242.1253,4
AAPL,2026-09-22T11:23:00,223.3934,223.4011,223.0689,223.0689,29355,223.2098,4
MSFT,2026-09-22T11:23:00,437.0345,438.8553,437.0345,438.8553,40844,437.8501,4
GOOGL,2026-09-22T11:23:00,170.993,170.993,170.7438,170.8408,21684,170.8659,4
AMZN,2026-09-22T11:23:00,195.2303,195.3743,195.1112,195.2537,42777,195.261,4
TSLA,2026-09-22T11:23:00,242.5037,243.2112,242.5037,243.2112,35731,242.9628,4
AAPL,2026-09-22T11:24:00,223.0689,223.0689,222.6245,222.6245,31268,222.8515,4
MSFT,2026-09-22T11:24:00,438.8553,438.8553,437.9828,437.9828,12550,438.5341,4
GOOGL,2026-09-22T11:24:00,170.8408,170.8408,170.3763,170.3763,6744,170.6044,4
AMZN,2026-09-22T11:24:00,195.2537,195.7554,195.2537,195.6959,16577,195.5736,4
TSLA,2026-09-22T11:24:00,243.2112,243.2464,242.6672,242.6672,33114,242.9948,4
AAPL,2026-09-22T11:25:00,222.6245,222.7418,222.4484,222.7418,35471,222.5945,4
MSFT,2026-09-22T11:25:00,437.9828,438.2155,437.5134,438.2155,14482,437.909,4
GOOGL,2026-09-22T11:25:00,170.3763,170.5508,170.3282,170.5126,44460,170.4476,4
AMZN,2026-09-22T11:25:00,195.6959,195.9473,195.4599,195.9473,1214,195.7272,4
TSLA,2026-09-22T11:25:00,242.6672,243.1684,242.6672,243.0352,25983,242.9863,4
AAPL,2026-09-22T11:26:00,222.7418,222.9377,222.3929,222.3929,15885,222.6628,4
MSFT,2026-09-22T11:26:00,438.2155,438.9582,437.9252,438.2546,37287,438.389,4
GOOGL,2026-09-22T11:26:00,170.5126,170.7214,170.3766,170.6959,44491,170.6042,4
AMZN,2026-09-22T11:26:00,195.9473,195.9473,195.719,195.7989,19086,195.7964,4
TSLA,2026-09-22T11:26:00,243.0352,244.1462,243.0352,244.1462,32662,243.4652,4
