trade_id,symbol,price,size,exchange_code,conditions,trade_ts
3538,GOOGL,169.3881,500,V,@,2026-09-25T15:14:30Z
5098,AMZN,195.1895,10,V,@,2026-09-25T15:14:30Z
6658,TSLA,241.2239,10,V,@,2026-09-25T15:14:30Z
419,AAPL,224.47,50,V,@,2026-09-25T15:14:45Z
1979,MSFT,438.2878,10,V,@,2026-09-25T15:14:45Z
3539,GOOGL,169.4744,25,V,@,2026-09-25T15:14:45Z
5099,AMZN,195.4871,25,V,@,2026-09-25T15:14:45Z
6659,TSLA,240.8688,200,V,@,2026-09-25T15:14:45Z
420,AAPL,224.2864,200,V,@,2026-09-25T15:15:00Z
1980,MSFT,437.9528,10,V,@,2026-09-25T15:15:00Z
3540,GOOGL,169.5235,200,V,@,2026-09-25T15:15:00Z
5100,AMZN,195.2935,500,V,@,2026-09-25T15:15:00Z
6660,TSLA,240.6517,100,V,@,2026-09-25T15:15:00Z
421,AAPL,224.4121,500,V,@,2026-09-25T15:15:15Z
1981,MSFT,437.8469,50,V,@,2026-09-25T15:15:15Z
3541,GOOGL,169.4053,25,V,@,2026-09-25T15:15:15Z
5101,AMZN,195.0502,100,V,@,2026-09-25T15:15:15Z
6661,TSLA,240.6036,25,V,@,2026-09-25T15:15:15Z
422,AAPL,224.5477,200,V,@,2026-09-25T15:15:30Z
1982,MSFT,437.9453,500,V,@,2026-09-25T15:15:30Z
3542,GOOGL,169.129,50,V,@,2026-09-25T15:15:30Z
5102,AMZN,194.9408,200,V,@,2026-09-25T15:15:30Z
6662,TSLA,240.2158,10,V,@,2026-09-25T15:15:30Z
423,AAPL,224.7371,25,V,@,2026-09-25T15:15:45Z
1983,MSFT,438.2688,50,V,@,2026-09-25T15:15:45Z
3543,GOOGL,169.0475,25,V,@,2026-09-25T15:15:45Z
5103,AMZN,195.4627,200,V,@,2026-09-25T15:15:45Z
6663,TSLA,240.2183,500,V,@,2026-09-25T15:15:45Z
424,AAPL,224.561,500,V,@,2026-09-25T15:16:00Z
1984,MSFT,438.3891,25,V,@,2026-09-25T15:16:00Z
3544,GOOGL,169.2223,500,V,@,2026-09-25T15:16:00Z
5104,AMZN,195.5674,200,V,@,2026-09-25T15:16:00Z
6664,TSLA,240.5441,100,V,@,2026-09-25T15:16:00Z
425,AAPL,224.7157,100,V,@,2026-09-25T15:16:15Z
1985,MSFT,438.7467,50,V,@,2026-09-25T15:16:15Z
3545,GOOGL,169.0966,25,V,@,2026-09-25T15:16:15Z
5105,AMZN,195.8048,10,V,@,2026-09-25T15:16:15Z
6665,TSLA,240.5153,500,V,@,2026-09-25T15:16:15Z
426,AAPL,224.9541,10,V,@,2026-09-25T15:16:30Z
1986,MSFT,438.1779,100,V,@,2026-09-25T15:16:30Z
3546,GOOGL,169.0135,100,V,@,2026-09-25T15:16:30Z
5106,AMZN,195.8123,200,V,@,2026-09-25T15:16:30Z
6666,TSLA,240.3012,100,V,@,2026-09-25T15:16:30Z
427,AAPL,224.8599,500,V,@,2026-09-25T15:16:45Z
1987,MSFT,437.9727,10,V,@,2026-09-25T15:16:45Z
3547,GOOGL,168.9994,100,V,@,2026-09-25T15:16:45Z
5107,AMZN,195.8095,10,V,@,2026-09-25T15:16:45Z
6667,TSLA,240.504,100,V,@,2026-09-25T15:16:45Z
428,AAPL,224.8279,25,V,@,2026-09-25T15:17:00Z
1988,MSFT,438.6764,200,V,@,2026-09-25T15:17:00Z
3548,GOOGL,169.0689,200,V,@,2026-09-25T15:17:00Z
5108,AMZN,195.9092,200,V,@,2026-09-25T15:17:00Z
6668,TSLA,240.6404,100,V,@,2026-09-25T15:17:00Z
429,AAPL,224.4709,100,V,@,2026-09-25T15:17:15Z
1989,MSFT,439.1625,100,V,@,2026-09-25T15:17:15Z
3549,GOOGL,169.1346,25,V,@,2026-09-25T15:17:15Z
5109,AMZN,195.7968,10,V,@,2026-09-25T15:17:15Z
6669,TSLA,240.597,25,V,@,2026-09-25T15:17:15Z
430,AAPL,224.4745,25,V,@,2026-09-25T15:17:30Z
1990,MSFT,438.6313,25,V,@,2026-09-25T15:17:30Z
3550,GOOGL,169.5407,10,V,@,2026-09-25T15:17:30Z
5110,AMZN,195.7885,50,V,@,2026-09-25T15:17:30Z
6670,TSLA,240.473,500,V,@,2026-09-25T15:17:30Z
431,AAPL,224.2954,100,V,@,2026-09-25T15:17:45Z
1991,MSFT,439.1086,200,V,@,2026-09-25T15:17:45Z
3551,GOOGL,169.7574,100,V,@,2026-09-25T15:17:45Z
5111,AMZN,195.8533,25,V,@,2026-09-25T15:17:45Z
6671,TSLA,240.4132,100,V,@,2026-09-25T15:17:45Z
432,AAPL,224.2854,200,V,@,2026-09-25T15:18:00Z
1992,MSFT,438.5656,500,V,@,2026-09-25T15:18:00Z
3552,GOOGL,169.6436,25,V,@,2026-09-25T15:18:00Z
5112,AMZN,195.7815,25,V,@,2026-09-25T15:18:00Z
6672,TSLA,240.5031,50,V,@,2026-09-25T15:18:00Z
433,AAPL,224.375,10,V,@,2026-09-25T15:18:15Z
1993,MSFT,438.4137,50,V,@,2026-09-25T15:18:15Z
3553,GOOGL,169.6191,50,V,@,2026-09-25T15:18:15Z
5113,AMZN,196.0415,10,V,@,2026-09-25T15:18:15Z
6673,TSLA,240.3495,500,V,@,2026-09-25T15:18:15Z
434,AAPL,224.4901,50,V,@,2026-09-25T15:18:30Z
1994,MSFT,439.0436,200,V,@,2026-09-25T15:18:30Z
3554,GOOGL,169.9496,25,V,@,2026-09-25T15:18:30Z
5114,AMZN,196.192,50,V,@,2026-09-25T15:18:30Z
6674,TSLA,240.3498,10,V,@,2026-09-25T15:18:30Z
435,AAPL,224.1885,100,V,@,2026-09-25T15:18:45Z
1995,MSFT,439.4328,10,V,@,2026-09-25T15:18:45Z
3555,GOOGL,170.174,10,V,@,2026-09-25T15:18:45Z
5115,AMZN,196.3019,500,V,@,2026-09-25T15:18:45Z
6675,TSLA,240.2095,50,V,@,2026-09-25T15:18:45Z
436,AAPL,223.9714,50,V,@,2026-09-25T15:19:00Z
1996,MSFT,439.2389,10,V,@,2026-09-25T15:19:00Z
3556,GOOGL,170.2466,50,V,@,2026-09-25T15:19:00Z
5116,AMZN,196.414,200,V,@,2026-09-25T15:19:00Z
6676,TSLA,240.3095,100,V,@,2026-09-25T15:19:00Z
437,AAPL,224.2156,200,V,@,2026-09-25T15:19:15Z
1997,MSFT,439.2271,25,V,@,2026-09-25T15:19:15Z
3557,GOOGL,170.3526,500,V,@,2026-09-25T15:19:15Z
5117,AMZN,196.2866,25,V,@,2026-09-25T15:19:15Z
6677,TSLA,240.3128,10,V,@,2026-09-25T15:19:15Z
438,AAPL,224.1085,200,V,@,2026-09-25T15:19:30Z
1998,MSFT,438.9314,500,V,@,2026-09-25T15:19:30Z
3558,GOOGL,170.5459,100,V,@,2026-09-25T15:19:30Z
5118,AMZN,196.1069,50,V,@,2026-09-25T15:19:30Z
6678,TSLA,240.0201,500,V,@,2026-09-25T15:19:30Z
439,AAPL,224.1868,500,V,@,2026-09-25T15:19:45Z
1999,MSFT,439.5231,500,V,@,2026-09-25T15:19:45Z
3559,GOOGL,170.7534,10,V,@,2026-09-25T15:19:45Z
5119,AMZN,196.183,25,V,@,2026-09-25T15:19:45Z
6679,TSLA,240.3451,50,V,@,2026-09-25T15:19:45Z
440,AAPL,224.0217,100,V,@,2026-09-25T15:20:00Z
2000,MSFT,438.883,500,V,@,2026-09-25T15:20:00Z
3560,GOOGL,170.7719,25,V,@,2026-09-25T15:20:00Z
5120,AMZN,195.9872,25,V,@,2026-09-25T15:20:00Z
6680,TSLA,240.387,10,V,@,2026-09-25T15:20:00Z
441,AAPL,224.1831,100,V,@,2026-09-25T15:20:15Z
2001,MSFT,438.4414,25,V,@,2026-09-25T15:20:15Z
3561,GOOGL,170.7467,500,V,@,2026-09-25T15:20:15Z
5121,AMZN,195.8295,200,V,@,2026-09-25T15:20:15Z
6681,TSLA,240.6902,50,V,@,2026-09-25T15:20:15Z
442,AAPL,224.0005,100,V,@,2026-09-25T15:20:30Z
2002,MSFT,437.8529,50,V,@,2026-09-25T15:20:30Z
3562,GOOGL,170.6386,100,V,@,2026-09-25T15:20:30Z
5122,AMZN,195.4519,50,V,@,2026-09-25T15:20:30Z
6682,TSLA,241.2303,10,V,@,2026-09-25T15:20:30Z
443,AAPL,223.8001,50,V,@,2026-09-25T15:20:45Z
2003,MSFT,437.2828,100,V,@,2026-09-25T15:20:45Z
3563,GOOGL,170.8313,100,V,@,2026-09-25T15:20:45Z
5123,AMZN,195.414,25,V,@,2026-09-25T15:20:45Z
6683,TSLA,241.2074,200,V,@,2026-09-25T15:20:45Z
444,AAPL,223.8198,25,V,@,2026-09-25T15:21:00Z
2004,MSFT,437.1111,25,V,@,2026-09-25T15:21:00Z
3564,GOOGL,170.6038,25,V,@,2026-09-25T15:21:00Z
5124,AMZN,195.6055,25,V,@,2026-09-25T15:21:00Z
6684,TSLA,241.2031,200,V,@,2026-09-25T15:21:00Z
445,AAPL,223.984,10,V,@,2026-09-25T15:21:15Z
2005,MSFT,437.2821,100,V,@,2026-09-25T15:21:15Z
3565,GOOGL,170.4984,500,V,@,2026-09-25T15:21:15Z
5125,AMZN,195.8223,50,V,@,2026-09-25T15:21:15Z
6685,TSLA,241.1385,25,V,@,2026-09-25T15:21:15Z
446,AAPL,223.964,50,V,@,2026-09-25T15:21:30Z
2006,MSFT,437.2643,10,V,@,2026-09-25T15:21:30Z
3566,GOOGL,170.5469,25,V,@,2026-09-25T15:21:30Z
5126,AMZN,195.7574,50,V,@,2026-09-25T15:21:30Z
6686,TSLA,241.2032,200,V,@,2026-09-25T15:21:30Z
447,AAPL,223.637,500,V,@,2026-09-25T15:21:45Z
2007,MSFT,437.9573,100,V,@,2026-09-25T15:21:45Z
3567,GOOGL,170.6152,100,V,@,2026-09-25T15:21:45Z
5127,AMZN,195.9097,200,V,@,2026-09-25T15:21:45Z
6687,TSLA,241.364,25,V,@,2026-09-25T15:21:45Z
448,AAPL,223.9324,100,V,@,2026-09-25T15:22:00Z
2008,MSFT,437.7905,50,V,@,2026-09-25T15:22:00Z
3568,GOOGL,170.9258,25,V,@,2026-09-25T15:22:00Z
5128,AMZN,195.7716,10,V,@,2026-09-25T15:22:00Z
6688,TSLA,241.6673,50,V,@,2026-09-25T15:22:00Z
449,AAPL,223.8188,25,V,@,2026-09-25T15:22:15Z
2009,MSFT,437.5739,100,V,@,2026-09-25T15:22:15Z
3569,GOOGL,170.8452,100,V,@,2026-09-25T15:22:15Z
5129,AMZN,195.6096,10,V,@,2026-09-25T15:22:15Z
6689,TSLA,241.9678,100,V,@,2026-09-25T15:22:15Z
450,AAPL,223.4261,100,V,@,2026-09-25T15:22:30Z
2010,MSFT,437.4934,500,V,@,2026-09-25T15:22:30Z
3570,GOOGL,170.8974,25,V,@,2026-09-25T15:22:30Z
5130,AMZN,195.4803,100,V,@,2026-09-25T15:22:30Z
6690,TSLA,242.1778,500,V,@,2026-09-25T15:22:30Z
451,AAPL,223.1772,10,V,@,2026-09-25T15:22:45Z
2011,MSFT,437.2034,25,V,@,2026-09-25T15:22:45Z
3571,GOOGL,170.8641,50,V,@,2026-09-25T15:22:45Z
5131,AMZN,195.3077,25,V,@,2026-09-25T15:22:45Z
6691,TSLA,242.31,25,V,@,2026-09-25T15:22:45Z
452,AAPL,223.3934,25,V,@,2026-09-25T15:23:00Z
2012,MSFT,437.0345,10,V,@,2026-09-25T15:23:00Z
3572,GOOGL,170.993,200,V,@,2026-09-25T15:23:00Z
5132,AMZN,195.2303,10,V,@,2026-09-25T15:23:00Z
6692,TSLA,242.5037,200,V,@,2026-09-25T15:23:00Z
453,AAPL,223.095,10,V,@,2026-09-25T15:23:15Z
2013,MSFT,437.2539,500,V,@,2026-09-25T15:23:15Z
3573,GOOGL,170.9171,500,V,@,2026-09-25T15:23:15Z
5133,AMZN,195.3743,200,V,@,2026-09-25T15:23:15Z
6693,TSLA,242.7699,10,V,@,2026-09-25T15:23:15Z
454,AAPL,223.0908,200,V,@,2026-09-25T15:23:30Z
2014,MSFT,437.5713,50,V,@,2026-09-25T15:23:30Z
3574,GOOGL,170.7438,100,V,@,2026-09-25T15:23:30Z
5134,AMZN,195.3354,50,V,@,2026-09-25T15:23:30Z
6694,TSLA,243.1311,50,V,@,2026-09-25T15:23:30Z
455,AAPL,223.4011,100,V,@,2026-09-25T15:23:45Z
2015,MSFT,438.5356,100,V,@,2026-09-25T15:23:45Z
3575,GOOGL,170.8349,500,V,@,2026-09-25T15:23:45Z
5135,AMZN,195.1112,100,V,@,2026-09-25T15:23:45Z
6695,TSLA,243.1982,50,V,@,2026-09-25T15:23:45Z
456,AAPL,223.0689,10,V,@,2026-09-25T15:24:00Z
2016,MSFT,438.8553,200,V,@,2026-09-25T15:24:00Z
3576,GOOGL,170.8408,25,V,@,2026-09-25T15:24:00Z
5136,AMZN,195.2537,10,V,@,2026-09-25T15:24:00Z
6696,TSLA,243.2112,10,V,@,2026-09-25T15:24:00Z
457,AAPL,223.0294,50,V,@,2026-09-25T15:24:15Z
2017,MSFT,438.693,200,V,@,2026-09-25T15:24:15Z
3577,GOOGL,170.7795,200,V,@,2026-09-25T15:24:15Z
5137,AMZN,195.5207,10,V,@,2026-09-25T15:24:15Z
6697,TSLA,243.1218,25,V,@,2026-09-25T15:24:15Z
458,AAPL,222.8038,50,V,@,2026-09-25T15:24:30Z
2018,MSFT,438.6401,10,V,@,2026-09-25T15:24:30Z
3578,GOOGL,170.5185,10,V,@,2026-09-25T15:24:30Z
5138,AMZN,195.7554,25,V,@,2026-09-25T15:24:30Z
6698,TSLA,243.2464,200,V,@,2026-09-25T15:24:30Z
459,AAPL,222.7311,200,V,@,2026-09-25T15:24:45Z
2019,MSFT,438.4994,200,V,@,2026-09-25T15:24:45Z
3579,GOOGL,170.507,10,V,@,2026-09-25T15:24:45Z
5139,AMZN,195.642,500,V,@,2026-09-25T15:24:45Z
6699,TSLA,242.7276,25,V,@,2026-09-25T15:24:45Z
460,AAPL,222.6245,500,V,@,2026-09-25T15:25:00Z
2020,MSFT,437.9828,25,V,@,2026-09-25T15:25:00Z
3580,GOOGL,170.3763,50,V,@,2026-09-25T15:25:00Z
5140,AMZN,195.6959,50,V,@,2026-09-25T15:25:00Z
6700,TSLA,242.6672,200,V,@,2026-09-25T15:25:00Z
461,AAPL,222.5517,100,V,@,2026-09-25T15:25:15Z
2021,MSFT,437.5134,500,V,@,2026-09-25T15:25:15Z
3581,GOOGL,170.5508,200,V,@,2026-09-25T15:25:15Z
5141,AMZN,195.4599,500,V,@,2026-09-25T15:25:15Z
6701,TSLA,243.1684,100,V,@,2026-09-25T15:25:15Z
462,AAPL,222.6064,50,V,@,2026-09-25T15:25:30Z
2022,MSFT,437.787,50,V,@,2026-09-25T15:25:30Z
3582,GOOGL,170.4701,500,V,@,2026-09-25T15:25:30Z
5142,AMZN,195.7048,50,V,@,2026-09-25T15:25:30Z
6702,TSLA,242.8923,10,V,@,2026-09-25T15:25:30Z
463,AAPL,222.4484,500,V,@,2026-09-25T15:25:45Z
2023,MSFT,438.0463,50,V,@,2026-09-25T15:25:45Z
3583,GOOGL,170.3282,500,V,@,2026-09-25T15:25:45Z
5143,AMZN,195.828,25,V,@,2026-09-25T15:25:45Z
6703,TSLA,243.1681,500,V,@,2026-09-25T15:25:45Z
464,AAPL,222.7418,500,V,@,2026-09-25T15:26:00Z
2024,MSFT,438.2155,50,V,@,2026-09-25T15:26:00Z
3584,GOOGL,170.5126,10,V,@,2026-09-25T15:26:00Z
5144,AMZN,195.9473,100,V,@,2026-09-25T15:26:00Z
6704,TSLA,243.0352,200,V,@,2026-09-25T15:26:00Z
465,AAPL,222.9377,500,V,@,2026-09-25T15:26:15Z
2025,MSFT,437.9252,500,V,@,2026-09-25T15:26:15Z
3585,GOOGL,170.7146,50,V,@,2026-09-25T15:26:15Z
5145,AMZN,195.7899,200,V,@,2026-09-25T15:26:15Z
6705,TSLA,243.2027,25,V,@,2026-09-25T15:26:15Z
466,AAPL,222.7701,500,V,@,2026-09-25T15:26:30Z
2026,MSFT,438.9582,10,V,@,2026-09-25T15:26:30Z
3586,GOOGL,170.7214,25,V,@,2026-09-25T15:26:30Z
5146,AMZN,195.719,25,V,@,2026-09-25T15:26:30Z
6706,TSLA,243.2758,100,V,@,2026-09-25T15:26:30Z
467,AAPL,222.4715,50,V,@,2026-09-25T15:26:45Z
2027,MSFT,438.5914,10,V,@,2026-09-25T15:26:45Z
3587,GOOGL,170.3766,200,V,@,2026-09-25T15:26:45Z
5147,AMZN,195.7269,200,V,@,2026-09-25T15:26:45Z
6707,TSLA,243.6657,10,V,@,2026-09-25T15:26:45Z
468,AAPL,222.3929,25,V,@,2026-09-25T15:27:00Z
2028,MSFT,438.2546,500,V,@,2026-09-25T15:27:00Z
3588,GOOGL,170.6959,10,V,@,2026-09-25T15:27:00Z
5148,AMZN,195.7989,25,V,@,2026-09-25T15:27:00Z
6708,TSLA,244.1462,50,V,@,2026-09-25T15:27:00Z
469,AAPL,222.388,100,V,@,2026-09-25T15:27:15Z
2029,MSFT,438.0702,10,V,@,2026-09-25T15:27:15Z
3589,GOOGL,170.58,25,V,@,2026-09-25T15:27:15Z
5149,AMZN,195.925,10,V,@,2026-09-25T15:27:15Z
6709,TSLA,244.7934,500,V,@,2026-09-25T15:27:15Z
470,AAPL,222.1508,25,V,@,2026-09-25T15:27:30Z
2030,MSFT,438.3377,500,V,@,2026-09-25T15:27:30Z
3590,GOOGL,170.5158,10,V,@,2026-09-25T15:27:30Z
5150,AMZN,196.0203,200,V,@,2026-09-25T15:27:30Z
6710,TSLA,245.0439,200,V,@,2026-09-25T15:27:30Z
471,AAPL,222.4074,500,V,@,2026-09-25T15:27:45Z
2031,MSFT,437.7227,50,V,@,2026-09-25T15:27:45Z
3591,GOOGL,170.1223,50,V,@,2026-09-25T15:27:45Z
5151,AMZN,195.7039,500,V,@,2026-09-25T15:27:45Z
6711,TSLA,244.5754,10,V,@,2026-09-25T15:27:45Z
472,AAPL,222.5901,50,V,@,2026-09-25T15:28:00Z
2032,MSFT,436.9585,100,V,@,2026-09-25T15:28:00Z
3592,GOOGL,170.1131,500,V,@,2026-09-25T15:28:00Z
5152,AMZN,195.4494,100,V,@,2026-09-25T15:28:00Z
6712,TSLA,244.6332,200,V,@,2026-09-25T15:28:00Z
473,AAPL,222.6463,100,V,@,2026-09-25T15:28:15Z
2033,MSFT,437.8674,10,V,@,2026-09-25T15:28:15Z
3593,GOOGL,170.0207,100,V,@,2026-09-25T15:28:15Z
5153,AMZN,195.363,100,V,@,2026-09-25T15:28:15Z
6713,TSLA,244.9333,200,V,@,2026-09-25T15:28:15Z
474,AAPL,222.6073,25,V,@,2026-09-25T15:28:30Z
2034,MSFT,437.3359,200,V,@,2026-09-25T15:28:30Z
3594,GOOGL,170.0029,50,V,@,2026-09-25T15:28:30Z
5154,AMZN,195.1729,100,V,@,2026-09-25T15:28:30Z
6714,TSLA,245.1265,200,V,@,2026-09-25T15:28:30Z
475,AAPL,222.6603,25,V,@,2026-09-25T15:28:45Z
2035,MSFT,436.925,50,V,@,2026-09-25T15:28:45Z
3595,GOOGL,170.0408,500,V,@,2026-09-25T15:28:45Z
5155,AMZN,195.2232,10,V,@,2026-09-25T15:28:45Z
6715,TSLA,245.3948,100,V,@,2026-09-25T15:28:45Z
476,AAPL,222.4825,200,V,@,2026-09-25T15:29:00Z
2036,MSFT,437.2829,200,V,@,2026-09-25T15:29:00Z
3596,GOOGL,170.075,50,V,@,2026-09-25T15:29:00Z
5156,AMZN,195.1036,50,V,@,2026-09-25T15:29:00Z
6716,TSLA,245.2288,200,V,@,2026-09-25T15:29:00Z
477,AAPL,222.1959,100,V,@,2026-09-25T15:29:15Z
2037,MSFT,437.4377,50,V,@,2026-09-25T15:29:15Z
3597,GOOGL,170.1991,200,V,@,2026-09-25T15:29:15Z
5157,AMZN,195.0152,25,V,@,2026-09-25T15:29:15Z
6717,TSLA,245.1045,500,V,@,2026-09-25T15:29:15Z
478,AAPL,222.3724,200,V,@,2026-09-25T15:29:30Z
2038,MSFT,436.9885,200,V,@,2026-09-25T15:29:30Z
3598,GOOGL,170.137,50,V,@,2026-09-25T15:29:30Z
5158,AMZN,195.0629,200,V,@,2026-09-25T15:29:30Z
6718,TSLA,244.9481,100,V,@,2026-09-25T15:29:30Z
479,AAPL,222.4311,500,V,@,2026-09-25T15:29:45Z
2039,MSFT,437.8875,10,V,@,2026-09-25T15:29:45Z
3599,GOOGL,170.3048,100,V,@,2026-09-25T15:29:45Z
5159,AMZN,195.1454,10,V,@,2026-09-25T15:29:45Z
6719,TSLA,245.2222,100,V,@,2026-09-25T15:29:45Z
480,AAPL,222.556,25,V,@,2026-09-25T15:30:00Z
2040,MSFT,438.1422,10,V,@,2026-09-25T15:30:00Z
3600,GOOGL,170.1409,25,V,@,2026-09-25T15:30:00Z
5160,AMZN,195.2981,50,V,@,2026-09-25T15:30:00Z
6720,TSLA,245.5354,100,V,@,2026-09-25T15:30:00Z
481,AAPL,222.2616,50,V,@,2026-09-25T15:30:15Z
2041,MSFT,438.686,25,V,@,2026-09-25T15:30:15Z
3601,GOOGL,169.921,500,V,@,2026-09-25T15:30:15Z
5161,AMZN,195.6375,50,V,@,2026-09-25T15:30:15Z
6721,TSLA,245.3312,200,V,@,2026-09-25T15:30:15Z
482,AAPL,222.2659,500,V,@,2026-09-25T15:30:30Z
2042,MSFT,439.639,500,V,@,2026-09-25T15:30:30Z
3602,GOOGL,170.4239,100,V,@,2026-09-25T15:30:30Z
5162,AMZN,195.6758,25,V,@,2026-09-25T15:30:30Z
6722,TSLA,245.53,100,V,@,2026-09-25T15:30:30Z
483,AAPL,222.3013,10,V,@,2026-09-25T15:30:45Z
2043,MSFT,439.5872,500,V,@,2026-09-25T15:30:45Z
3603,GOOGL,170.4322,10,V,@,2026-09-25T15:30:45Z
5163,AMZN,195.659,100,V,@,2026-09-25T15:30:45Z
6723,TSLA,245.3141,50,V,@,2026-09-25T15:30:45Z
484,AAPL,222.6162,100,V,@,2026-09-25T15:31:00Z
2044,MSFT,439.5746,25,V,@,2026-09-25T15:31:00Z
3604,GOOGL,170.335,25,V,@,2026-09-25T15:31:00Z
5164,AMZN,195.6504,10,V,@,2026-09-25T15:31:00Z
6724,TSLA,245.3259,100,V,@,2026-09-25T15:31:00Z
485,AAPL,222.8887,200,V,@,2026-09-25T15:31:15Z
2045,MSFT,439.8799,500,V,@,2026-09-25T15:31:15Z
3605,GOOGL,170.4082,100,V,@,2026-09-25T15:31:15Z
5165,AMZN,195.9975,100,V,@,2026-09-25T15:31:15Z
6725,TSLA,245.7465,10,V,@,2026-09-25T15:31:15Z
486,AAPL,222.6936,50,V,@,2026-09-25T15:31:30Z
2046,MSFT,439.5331,100,V,@,2026-09-25T15:31:30Z
3606,GOOGL,170.5072,100,V,@,2026-09-25T15:31:30Z
5166,AMZN,195.7307,10,V,@,2026-09-25T15:31:30Z
6726,TSLA,245.7261,25,V,@,2026-09-25T15:31:30Z
487,AAPL,222.825,500,V,@,2026-09-25T15:31:45Z
2047,MSFT,439.9668,500,V,@,2026-09-25T15:31:45Z
3607,GOOGL,170.6363,10,V,@,2026-09-25T15:31:45Z
5167,AMZN,196.0038,100,V,@,2026-09-25T15:31:45Z
6727,TSLA,245.7758,10,V,@,2026-09-25T15:31:45Z
488,AAPL,223.0265,100,V,@,2026-09-25T15:32:00Z
2048,MSFT,440.2989,10,V,@,2026-09-25T15:32:00Z
3608,GOOGL,170.6659,100,V,@,2026-09-25T15:32:00Z
5168,AMZN,196.0724,500,V,@,2026-09-25T15:32:00Z
6728,TSLA,245.3983,50,V,@,2026-09-25T15:32:00Z
489,AAPL,222.9363,10,V,@,2026-09-25T15:32:15Z
2049,MSFT,440.294,10,V,@,2026-09-25T15:32:15Z
3609,GOOGL,170.8209,10,V,@,2026-09-25T15:32:15Z
5169,AMZN,196.0185,100,V,@,2026-09-25T15:32:15Z
6729,TSLA,245.7155,500,V,@,2026-09-25T15:32:15Z
490,AAPL,222.7071,25,V,@,2026-09-25T15:32:30Z
2050,MSFT,440.0396,10,V,@,2026-09-25T15:32:30Z
3610,GOOGL,170.8615,500,V,@,2026-09-25T15:32:30Z
5170,AMZN,196.181,200,V,@,2026-09-25T15:32:30Z
6730,TSLA,245.4597,10,V,@,2026-09-25T15:32:30Z
491,AAPL,222.4319,100,V,@,2026-09-25T15:32:45Z
2051,MSFT,439.6574,25,V,@,2026-09-25T15:32:45Z
3611,GOOGL,170.8114,25,V,@,2026-09-25T15:32:45Z
5171,AMZN,196.1357,10,V,@,2026-09-25T15:32:45Z
6731,TSLA,245.3231,200,V,@,2026-09-25T15:32:45Z
492,AAPL,223.2408,200,V,@,2026-09-25T15:33:00Z
2052,MSFT,439.7574,50,V,@,2026-09-25T15:33:00Z
3612,GOOGL,170.6211,10,V,@,2026-09-25T15:33:00Z
5172,AMZN,196.2016,100,V,@,2026-09-25T15:33:00Z
6732,TSLA,245.2576,10,V,@,2026-09-25T15:33:00Z
493,AAPL,223.1226,100,V,@,2026-09-25T15:33:15Z
2053,MSFT,439.2201,100,V,@,2026-09-25T15:33:15Z
3613,GOOGL,170.5536,200,V,@,2026-09-25T15:33:15Z
5173,AMZN,196.0325,50,V,@,2026-09-25T15:33:15Z
6733,TSLA,245.4569,500,V,@,2026-09-25T15:33:15Z
494,AAPL,223.2674,50,V,@,2026-09-25T15:33:30Z
2054,MSFT,439.015,500,V,@,2026-09-25T15:33:30Z
3614,GOOGL,170.6469,50,V,@,2026-09-25T15:33:30Z
5174,AMZN,196.5702,200,V,@,2026-09-25T15:33:30Z
6734,TSLA,245.5178,100,V,@,2026-09-25T15:33:30Z
495,AAPL,223.2526,10,V,@,2026-09-25T15:33:45Z
2055,MSFT,439.0626,100,V,@,2026-09-25T15:33:45Z
3615,GOOGL,170.578,200,V,@,2026-09-25T15:33:45Z
5175,AMZN,196.2891,10,V,@,2026-09-25T15:33:45Z
6735,TSLA,245.7575,500,V,@,2026-09-25T15:33:45Z
496,AAPL,223.208,200,V,@,2026-09-25T15:34:00Z
2056,MSFT,439.3989,100,V,@,2026-09-25T15:34:00Z
3616,GOOGL,170.8944,500,V,@,2026-09-25T15:34:00Z
5176,AMZN,196.3008,10,V,@,2026-09-25T15:34:00Z
6736,TSLA,246.3446,200,V,@,2026-09-25T15:34:00Z
497,AAPL,223.4643,100,V,@,2026-09-25T15:34:15Z
2057,MSFT,439.222,200,V,@,2026-09-25T15:34:15Z
3617,GOOGL,170.7002,25,V,@,2026-09-25T15:34:15Z
5177,AMZN,196.3605,500,V,@,2026-09-25T15:34:15Z
6737,TSLA,246.1919,10,V,@,2026-09-25T15:34:15Z
498,AAPL,223.1735,50,V,@,2026-09-25T15:34:30Z
2058,MSFT,439.6209,10,V,@,2026-09-25T15:34:30Z
3618,GOOGL,170.5843,100,V,@,2026-09-25T15:34:30Z
5178,AMZN,196.7225,100,V,@,2026-09-25T15:34:30Z
6738,TSLA,246.1688,100,V,@,2026-09-25T15:34:30Z
499,AAPL,223.6572,25,V,@,2026-09-25T15:34:45Z
2059,MSFT,439.6561,500,V,@,2026-09-25T15:34:45Z
3619,GOOGL,170.7895,10,V,@,2026-09-25T15:34:45Z
5179,AMZN,197.1245,25,V,@,2026-09-25T15:34:45Z
6739,TSLA,245.9061,25,V,@,2026-09-25T15:34:45Z
500,AAPL,223.576,200,V,@,2026-09-25T15:35:00Z
2060,MSFT,439.6885,200,V,@,2026-09-25T15:35:00Z
3620,GOOGL,170.7525,25,V,@,2026-09-25T15:35:00Z
5180,AMZN,197.6036,25,V,@,2026-09-25T15:35:00Z
